count	geneid	symbol	name	chr	orientation	start	end
1	440224	CXADRP3	coxsackie virus and adenovirus receptor pseudogene 3	18	-	14477951	14498705
87	407007	MIR222	microRNA 222	X	-	45747014	45747123
14	80143	SIKE1	suppressor of IKBKE 1	1	-	114769478	114780686
117	8289	ARID1A	AT rich interactive domain 1A (SWI-like)	1	+	26696030	26782109
126	59341	TRPV4	transient receptor potential cation channel, subfamily V, member 4	12	-	109783086	109833406
2	644632	BMS1P11	BMS1 pseudogene 11	9	-	64705733	64709305
35	56603	CYP26B1	cytochrome P450, family 26, subfamily B, polypeptide 1	2	-	72129237	72147861
42	8189	SYMPK	symplekin	19	-	45815441	45863289
35	9892	SNAP91	synaptosomal-associated protein, 91kDa	6	-	83552884	83709407
2	100847079	MIR5193	microRNA 5193	3	-	49806136	49806244
4	693126	MIR548A2	microRNA 548a-2	6	+	135239159	135239255
18	2299	FOXI1	forkhead box I1	5	+	170105896	170109724
3	100033436	SNORD116-25	small nucleolar RNA, C/D box 116-25	15	+	25097661	25097754
30	8498	RANBP3	RAN binding protein 3	19	-	5916138	5978308
7	3042	HBM	hemoglobin, mu	16	+	165973	166767
4	140894	CNBD2	cyclic nucleotide binding domain containing 2	20	+	35954561	36030699
63	1903	S1PR3	sphingosine-1-phosphate receptor 3	9	+	88991408	89005154
1	283416	LINC01465	long intergenic non-protein coding RNA 1465	12	-	62601750	62603433
478	3146	HMGB1	high mobility group box 1	13	-	30458739	30465943
7	284541	CYP4A22	cytochrome P450, family 4, subfamily A, polypeptide 22	1	+	47137434	47149737
63	333932	HIST2H3A	histone cluster 2, H3a	1	+	149852618	149853124
6	253012	HEPACAM2	HEPACAM family member 2	7	-	93188585	93232296
21	148113	CILP2	cartilage intermediate layer protein 2	19	+	19538264	19546658
3	283902	HCCAT5	hepatocellular carcinoma associated transcript 5 (non-protein coding)	16	+	73092348	73093773
18	11112	HIBADH	3-hydroxyisobutyrate dehydrogenase	7	-	27525439	27663000
21	84342	COG8	component of oligomeric golgi complex 8	16	-	69328620	69339622
28	80036	TRPM3	transient receptor potential cation channel, subfamily M, member 3	9	-	70529062	71446923
1	101927560	LOC101927560	-	1	-	83801515	83860545
6	9920	KBTBD11	kelch repeat and BTB (POZ) domain containing 11	8	+	1970709	2006942
2	101928085	ERICH6-AS1	ERICH6 antisense RNA 1	3	+	150703563	150720145
106	4175	MCM6	minichromosome maintenance complex component 6	2	-	135839625	135876476
12	51142	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	7	-	56101572	56106493
31	8622	PDE8B	phosphodiesterase 8B	5	+	77180261	77428255
1	100270847	RPL6P9	ribosomal protein L6 pseudogene 9	3	+	142581288	142581977
34	8550	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	12	+	111842227	111901618
16	51250	C6orf203	chromosome 6 open reading frame 203	6	+	107028171	107051585
1	100189114	TRA-TGC2-1	transfer RNA-Ala (TGC) 2-1	6	+	28643444	28643515
1	101927132	LOC101927132	-	16	+	47858580	47908430
73	2968	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	6	+	30908199	30914102
4	442578	STAG3L3	stromal antigen 3-like 3 (pseudogene)	7	-	72997294	73005942
1	102724740	LOC102724740	-	21	-	38988388	39019255
80	27339	PRPF19	pre-mRNA processing factor 19	11	-	60890546	60906588
3	260429	PRSS33	protease, serine, 33	16	-	2783952	2787606
14	9777	TM9SF4	transmembrane 9 superfamily protein member 4	20	+	32109505	32167257
1	677765	SCARNA18	small Cajal body-specific RNA 18	5	-	83064203	83064336
14	57507	ZNF608	zinc finger protein 608	5	-	124636912	124748823
34	23336	SYNM	synemin, intermediate filament protein	15	+	99105079	99135594
31	4668	NAGA	N-acetylgalactosaminidase, alpha-	22	-	42058333	42070870
15	201134	CEP112	centrosomal protein 112kDa	17	-	65635539	66192130
7	115209	OMA1	OMA1 zinc metallopeptidase	1	-	58480718	58546798
224	6348	CCL3	chemokine (C-C motif) ligand 3	17	-	36088255	36090159
25	10300	KATNB1	katanin p80 (WD repeat containing) subunit B 1	16	+	57735719	57757249
59	1933	EEF1B2	eukaryotic translation elongation factor 1 beta 2	2	+	206159593	206162928
254	6606	SMN1	survival of motor neuron 1, telomeric	5	+	70924940	70953014
35	8854	ALDH1A2	aldehyde dehydrogenase 1 family, member A2	15	-	57953423	58065922
1	102723463	LOC102723463	-	6	+	134398706	134406649
2	2341	FNTAP2	farnesyltransferase, CAAX box, alpha pseudogene 2	13	+	21530685	21531839
2	374955	SPATA21	spermatogenesis associated 21	1	-	16387116	16437841
154	1839	HBEGF	heparin-binding EGF-like growth factor	5	-	140332842	140346602
1	100147819	RNU7-32P	RNA, U7 small nuclear 32 pseudogene	3	+	170160935	170160993
2	441323	FAM90A16P	family with sequence similarity 90, member A16, pseudogene	8	+	7729076	7734310
14	169355	IDO2	indoleamine 2,3-dioxygenase 2	8	+	39934954	40016390
9	79887	PLBD1	phospholipase B domain containing 1	12	-	14503662	14567856
6	100130889	PSORS1C3	psoriasis susceptibility 1 candidate 3 (non-protein coding)	6	-	31173734	31177898
15	79750	ZNF385D	zinc finger protein 385D	3	-	21412221	22372640
70	2744	GLS	glutaminase	2	+	190880820	190965551
2	730971	FLJ36777	-	4	-	7097423	7103375
12	93624	TADA2B	transcriptional adaptor 2B	4	+	7043428	7057951
1	283860	LINC00304	long intergenic non-protein coding RNA 304	16	+	89159219	89163674
1	337980	KRTAP8-2P	keratin associated protein 8-2, pseudogene	21	-	30802242	30802364
1	441073	RPL26P19	ribosomal protein L26 pseudogene 19	5	-	56504591	56505113
7	150967	PKI55	-	2	+	216216888	216220191
1	222699	TOB2P1	transducer of ERBB2, 2 pseudogene 1	6	-	28215337	28218928
7	112495	GTF3C6	general transcription factor IIIC, polypeptide 6, alpha 35kDa	6	+	110958559	110967887
1	403296	OR7E154P	olfactory receptor, family 7, subfamily E, member 154 pseudogene	8	-	7705161	7706117
4	100126354	MIR297	microRNA 297	4	-	110860581	110860646
1	26514	RPL34P1	ribosomal protein L34 pseudogene 1	1	+	168210571	168210982
1	442	ASNSP2	asparagine synthetase pseudogene 2	21	+	8853354	8853509
2	339210	C17orf67	chromosome 17 open reading frame 67	17	-	56791912	56834061
24	84417	C2orf40	chromosome 2 open reading frame 40	2	+	106063293	106078154
16	10278	EFS	embryonal Fyn-associated substrate	14	-	23356399	23365632
1	100271105	RPS26P21	ribosomal protein S26 pseudogene 21	3	+	119298664	119299011
3	103091865	BRWD1-IT2	-	21	+	39313906	39314914
6	9182	RASSF9	Ras association (RalGDS/AF-6) domain family (N-terminal) member 9	12	-	85800702	85836539
126	2048	EPHB2	EPH receptor B2	1	+	22710769	22915329
3	100033820	SNORD116-28	small nucleolar RNA, C/D box 116-28	15	+	25104640	25104732
13	26233	FBXL6	F-box and leucine-rich repeat protein 6	8	-	144355427	144358522
19	9886	RHOBTB1	Rho-related BTB domain containing 1	10	-	60869437	61001467
13	154043	CNKSR3	CNKSR family member 3	6	-	154405298	154510618
16	84699	CREB3L3	cAMP responsive element binding protein 3-like 3	19	+	4153600	4173053
36	23322	RPGRIP1L	RPGRIP1-like	16	-	53599905	53703858
8	79639	TMEM53	transmembrane protein 53	1	-	44653246	44674607
11	84103	C4orf17	chromosome 4 open reading frame 17	4	+	99511003	99542302
156	200316	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	22	+	39040603	39055971
2	386744	CDY22P	chromodomain protein, Y-linked 22 pseudogene	Y	+	25812591	25815832
32	6234	RPS28	ribosomal protein S28	19	+	8321499	8322395
8	285282	RABL3	RAB, member of RAS oncogene family-like 3	3	-	120686680	120742536
1	388419	BTBD17	BTB (POZ) domain containing 17	17	-	74356415	74363651
1	645321	LOC645321	-	18	-	78976813	78979525
18	57213	SPRYD7	SPRY domain containing 7	13	-	49912701	49995961
11	137529	CKS1BP7	CDC28 protein kinase regulatory subunit 1B pseudogene 7	8	-	80644451	80645215
2	219865	OR8G5	olfactory receptor, family 8, subfamily G, member 5	11	+	124241157	124323223
3	79482	OR5AL1	olfactory receptor, family 5, subfamily AL, member 1 (gene/pseudogene)	11	+	56412696	56413680
33	8365	HIST1H4H	histone cluster 1, H4h	6	-	26285125	26285498
7	8512	MBL1P	mannose-binding lectin (protein A) 1, pseudogene	10	+	79920177	79923118
5	199834	LCE4A	late cornified envelope 4A	1	+	152709046	152709433
6	51524	TMEM138	transmembrane protein 138	11	+	61362000	61376501
3	644128	RPL23AP53	ribosomal protein L23a pseudogene 53	8	-	208343	232317
53	2935	GSPT1	G1 to S phase transition 1	16	-	11868127	11916661
4	150356	CHADL	chondroadherin-like	22	-	41209868	41241761
3	6079	SNORD15A	small nucleolar RNA, C/D box 15A	11	+	75400390	75400537
23	29088	MRPL15	mitochondrial ribosomal protein L15	8	+	54135220	54148513
2	100423041	MIR4296	microRNA 4296	10	-	125032782	125032869
1	100506302	LOC100506302	-	7	-	155641915	155644405
9	134285	TMEM171	transmembrane protein 171	5	+	73120560	73131816
6	57547	ZNF624	zinc finger protein 624	17	-	16599869	16655625
2	5760	PTMAP3	prothymosin, alpha pseudogene 3	20	+	18011791	18013056
10	28442	IGHV3-23	immunoglobulin heavy variable 3-23	14	-	106268605	106269060
54	3752	KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3	1	-	111775821	111989575
61	9177	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic	11	+	113898922	113946560
2	101928492	OR2A1-AS1	OR2A1 antisense RNA 1	7	-	144238572	144355717
2	200810	ALG1L	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase-like	3	-	125928839	125952097
8	317649	EIF4E3	eukaryotic translation initiation factor 4E family member 3	3	-	71679288	71754772
1	100189303	TRM-CAT5-1	transfer RNA-Met (CAT) 5-1	6	+	26701482	26701554
1	100189303	TRM-CAT5-1	transfer RNA-Met (CAT) 5-1	6	-	26800112	26800184
3	137107	RPL10AP3	ribosomal protein L10a pseudogene 3	8	-	34322959	34323674
26	23395	LARS2	leucyl-tRNA synthetase 2, mitochondrial	3	+	45388560	45548841
21	55257	MRGBP	MRG/MORF4L binding protein	20	+	62796452	62800592
272	4363	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	16	+	15949576	16143073
1	101927171	LINC01564	long intergenic non-protein coding RNA 1564	6	+	53628379	53631393
502	2335	FN1	fibronectin 1	2	-	215360453	215436166
9	168537	GIMAP7	GTPase, IMAP family member 7	7	+	150514856	150521072
1	400046	FLJ41278	-	12	+	64883773	64977521
17	27163	NAAA	N-acylethanolamine acid amidase	4	-	75910654	75941012
8	64288	ZSCAN31	zinc finger and SCAN domain containing 31	6	-	28312836	28354505
3	100422391	POLR3GP2	polymerase (RNA) III (DNA directed) polypeptide G (32kD) pseudogene 2	18	+	48478517	48479421
1	100507602	TRIM52-AS1	TRIM52 antisense RNA 1 (head to head)	5	+	181261211	181272306
9	84418	CYSTM1	cysteine-rich transmembrane module containing 1	5	+	140175067	140243788
1	100189153	TRI-AAT5-3	transfer RNA-Ile (AAT) 5-3	6	+	26554121	26554194
18	3234	HOXD8	homeobox D8	2	+	176129693	176132694
3	203076	C8orf74	chromosome 8 open reading frame 74	8	+	10672591	10700612
2	102465454	MIR6758	microRNA 6758	12	+	57512687	57512749
22	1611	DAP	death-associated protein	5	-	10679229	10761274
5	693212	MIR627	microRNA 627	15	-	42199569	42199665
49	7200	TRH	thyrotropin-releasing hormone	3	+	129974392	129977937
12	114826	SMYD4	SET and MYND domain containing 4	17	-	1779534	1829880
254	2521	FUS	FUS RNA binding protein	16	+	31179703	31194870
1	102724404	LOC102724404	-	5	-	157361615	157460055
1	100128227	HMGB1P20	high mobility group box 1 pseudogene 20	6	-	53234990	53236325
4	147991	DPY19L3	dpy-19-like 3 (C. elegans)	19	+	32405748	32485892
3	28950	IGKJ1	immunoglobulin kappa joining 1	2	-	88861885	88861922
19	22834	ZNF652	zinc finger protein 652	17	-	49289205	49362472
6	3888	KRT82	keratin 82	12	-	52393950	52406391
5	644192	NR2F2-AS1	NR2F2 antisense RNA 1	15	-	96127359	96327360
3	83899	KRTAP9-2	keratin associated protein 9-2	17	+	41226647	41227651
19	7355	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	X	-	48903179	48911957
18	84700	MYO18B	myosin XVIIIB	22	+	25742146	26058787
4	28796	IGLV3-21	immunoglobulin lambda variable 3-21	22	+	22712418	22713198
84	325	APCS	amyloid P component, serum	1	+	159587825	159588870
2	101929407	PTPRD-AS1	PTPRD antisense RNA 1	9	+	8858017	8861726
2	100423035	MIR4313	microRNA 4313	15	-	75762214	75762314
1	392358	RPS6P13	ribosomal protein S6 pseudogene 13	9	-	86374934	86375746
4	100500904	MIR3942	microRNA 3942	15	-	35372255	35372363
4	283165	KIRREL3-AS3	KIRREL3 antisense RNA 3	11	+	127002909	127006057
38	248	ALPI	alkaline phosphatase, intestinal	2	+	232456111	232460744
314	7077	TIMP2	TIMP metallopeptidase inhibitor 2	17	-	78852976	78925389
34	51512	GTSE1	G-2 and S-phase expressed 1	22	+	46296013	46333698
15	9583	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	8	-	23429151	23457730
2	28711	TRAJ44	T cell receptor alpha joining 44	14	+	22494820	22494882
11	57801	HES4	hes family bHLH transcription factor 4	1	-	998961	1001284
16	118424	UBE2J2	ubiquitin-conjugating enzyme E2, J2	1	-	1253911	1273853
8	55561	CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	11	-	64823808	64844672
10	89958	SAPCD2	suppressor APC domain containing 2	9	-	137062123	137070575
3	102466268	MIR6511A1	microRNA 6511a-1	16	+	14925936	14926002
11	84970	C1orf94	chromosome 1 open reading frame 94	1	+	34166882	34219130
12	89874	SLC25A21	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21	14	-	36677317	37172659
1	100419947	HMGB1P21	high mobility group box 1 pseudogene 21	5	-	78644241	78644844
4	730094	C16orf52	chromosome 16 open reading frame 52	16	+	22008134	22084653
4	203069	R3HCC1	R3H domain and coiled-coil containing 1	8	+	23288091	23296278
1	100126799	SNAR-A2	small ILF3/NF90-associated RNA A2	19	+	47934180	47934301
5	222826	FAM217A	family with sequence similarity 217, member A	6	-	4068351	4087343
2	84694	GJA10	gap junction protein, alpha 10, 62kDa	6	+	89894468	89896099
28	10497	UNC13B	unc-13 homolog B (C. elegans)	9	+	35161981	35405336
10	284612	SYPL2	synaptophysin-like 2	1	+	109466477	109482141
21	9508	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3	4	-	72280968	72568798
6	644096	SDHAF1	succinate dehydrogenase complex assembly factor 1	19	+	35995187	35996317
46	3150	HMGN1	high mobility group nucleosome binding domain 1	21	-	39342314	39349120
1	100189228	TRV-CAC5-1	transfer RNA-Val (CAC) 5-1	1	-	149712551	149712623
2	100847024	MIR5698	microRNA 5698	1	-	154104520	154104591
38	3550	IK	IK cytokine, down-regulator of HLA II	5	+	140647798	140662479
150	8554	PIAS1	protein inhibitor of activated STAT, 1	15	+	68054233	68191458
1	338388	MRPS16P3	mitochondrial ribosomal protein S16 pseudogene 3	22	+	35703764	35704173
1	102724479	LOC102724479	-	3	+	171460553	171469176
5	51195	RAPGEFL1	Rap guanine nucleotide exchange factor (GEF)-like 1	17	+	40177009	40195655
31	9648	GCC2	GRIP and coiled-coil domain containing 2	2	+	108449120	108509397
5	286464	CHDC2	calponin homology domain containing 2	X	+	35919733	36385318
114	4688	NCF2	neutrophil cytosolic factor 2	1	-	183555561	183590920
11	90522	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	19	-	38303559	38315975
31	140465	MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	12	+	56152419	56157986
52	7419	VDAC3	voltage-dependent anion channel 3	8	+	42391623	42405936
9	286140	RNF5P1	ring finger protein 5, E3 ubiquitin protein ligase pseudogene 1	8	-	38600172	38601256
30	64332	NFKBIZ	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta	3	+	101827989	101861024
104	639	PRDM1	PR domain containing 1, with ZNF domain	6	+	106086319	106109938
10	116372	LYPD1	LY6/PLAUR domain containing 1	2	-	132644763	132671496
4	220081	ERICH6B	glutamate-rich 6B	13	-	45541240	45615738
27	4237	MFAP2	microfibrillar-associated protein 2	1	-	16974499	16981642
7	56918	C2orf83	chromosome 2 open reading frame 83	2	-	227610089	227633319
22	284695	ZNF326	zinc finger protein 326	1	+	89995118	90028537
31	64769	MEAF6	MYST/Esa1-associated factor 6	1	-	37489959	37514818
3	7196	TRG-GCC2-4	transfer RNA-Gly (GCC) 2-4	17	+	8125745	8125815
8	25876	SPEF1	sperm flagellar 1	20	-	3777503	3781465
1	81251	OR52N3P	olfactory receptor, family 52, subfamily N, member 3 pseudogene	11	+	5800363	5801320
126	554	AVPR2	arginine vasopressin receptor 2	X	+	153902530	153907165
7	129450	TYW5	tRNA-yW synthesizing protein 5	2	-	199928910	199955735
8	375346	TMEM110	transmembrane protein 110	3	-	52836755	52897580
1	54088	LINC00113	long intergenic non-protein coding RNA 113	21	+	27722378	27751232
1	728851	HMGN1P36	high mobility group nucleosome binding domain 1 pseudogene 36	2	+	97827151	97828349
2	154822	LINC00689	long intergenic non-protein coding RNA 689	7	+	159008353	159026237
22	55153	SDAD1	SDA1 domain containing 1	4	-	75949905	75990961
35	1979	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	10	+	70404104	70428617
2	390243	IZUMO1R	IZUMO1 receptor, JUNO	11	+	94304560	94307761
8	79932	KIAA0319L	KIAA0319-like	1	-	35433489	35557669
2	767608	SNORD114-27	small nucleolar RNA, C/D box 114-27	14	+	100988160	100988228
61	10580	SORBS1	sorbin and SH3 domain containing 1	10	-	95311772	95561419
20	84466	MEGF10	multiple EGF-like-domains 10	5	+	127228946	127461221
37	8986	RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4	11	+	64359152	64372214
1	81695	OR2B7P	olfactory receptor, family 2, subfamily B, member 7 pseudogene	6	+	28046434	28047368
1	127608	OR2AJ1	olfactory receptor, family 2, subfamily AJ, member 1	1	+	247933876	247934818
31	4501	MT1X	metallothionein 1X	16	+	56682469	56684195
5	285908	LINC00174	long intergenic non-protein coding RNA 174	7	-	66376043	66400407
112	6385	SDC4	syndecan 4	20	-	45325284	45348423
